Datetime,Temperature (°C),Atmospheric Pressure (kPa),Precipitation mm/h,Solar Radiation (W/m2),Vapor Pressure (kPa),Humidity (%),Wind Direction (°),Wind Speed (m/s),Hour,Day,Month
2020-12-29 22:00:00+00:00,21.619999999999997,100.586,0.0,460.6,2.3440000000000003,90.96000000000001,237.8,1.532,22,29,12
2020-12-29 23:00:00+00:00,21.71666666666667,100.60333333333334,0.0,433.0,2.3249999999999997,89.68333333333334,170.56666666666666,1.865,23,29,12
2020-12-30 00:00:00+00:00,20.349999999999998,100.64166666666667,0.47600000000000003,301.3333333333333,2.288333333333333,95.86666666666667,142.79999999999998,2.5383333333333336,0,30,12
2020-12-30 01:00:00+00:00,19.95,100.645,1.292,334.6666666666667,2.2983333333333333,98.63333333333333,142.33333333333334,1.9633333333333332,1,30,12
2020-12-30 02:00:00+00:00,19.900000000000002,100.60666666666667,2.329,283.8333333333333,2.3066666666666666,99.18333333333334,130.65,1.9000000000000001,2,30,12
2020-12-30 03:00:00+00:00,20.033333333333335,100.59499999999998,1.717,170.16666666666666,2.3,98.25,160.48333333333332,1.2983333333333333,3,30,12
2020-12-30 04:00:00+00:00,20.21666666666667,100.585,1.6320000000000001,121.33333333333333,2.255,95.28333333333335,141.48333333333332,1.9116666666666668,4,30,12
2020-12-30 05:00:00+00:00,20.116666666666667,100.56833333333333,2.805,95.66666666666667,2.2283333333333335,94.68333333333334,183.08333333333334,1.9166666666666667,5,30,12
2020-12-30 06:00:00+00:00,20.166666666666668,100.55333333333333,0.612,38.166666666666664,2.23,94.39999999999999,177.95000000000002,1.8499999999999999,6,30,12
2020-12-30 07:00:00+00:00,20.64,100.596,0.0,17.8,2.2380000000000004,92.14,152.18,2.088,7,30,12
2020-12-30 08:00:00+00:00,20.616666666666667,100.63333333333333,0.0,10.333333333333334,2.21,91.06666666666666,157.6,2.3916666666666666,8,30,12
2020-12-30 09:00:00+00:00,20.533333333333335,100.68,0.0,0.0,2.195,90.89999999999999,164.18333333333334,2.6633333333333336,9,30,12
2020-12-30 10:00:00+00:00,20.650000000000002,100.705,0.0,0.0,2.1833333333333336,89.81666666666666,159.35,2.5233333333333334,10,30,12
2020-12-30 11:00:00+00:00,20.033333333333335,100.71499999999999,0.748,0.0,2.1766666666666667,92.88333333333333,132.15,2.0283333333333333,11,30,12
2020-12-30 12:00:00+00:00,19.666666666666668,100.69333333333333,0.0,0.0,2.1566666666666667,94.26666666666667,132.53333333333333,1.3016666666666665,12,30,12
2020-12-30 13:00:00+00:00,20.1,100.62833333333333,0.0,0.0,2.216666666666667,94.26666666666667,122.75,1.145,13,30,12
2020-12-30 14:00:00+00:00,20.3,100.59833333333334,0.0,0.0,2.235,93.85000000000001,151.61666666666667,0.8583333333333334,14,30,12
2020-12-30 15:00:00+00:00,20.283333333333335,100.55,0.0,0.0,2.2183333333333333,93.28333333333335,124.41666666666667,0.7216666666666667,15,30,12
2020-12-30 16:00:00+00:00,20.316666666666666,100.49666666666667,0.0,0.0,2.1750000000000003,91.3,145.61666666666667,1.0083333333333333,16,30,12
2020-12-30 17:00:00+00:00,20.3,100.50166666666667,0.0,0.0,2.1333333333333333,89.58333333333333,137.63333333333333,1.2016666666666667,17,30,12
2020-12-30 18:00:00+00:00,20.383333333333333,100.53333333333335,0.0,1.0,2.1199999999999997,88.7,143.61666666666667,1.23,18,30,12
2020-12-30 19:00:00+00:00,20.45,100.58999999999999,0.0,36.0,2.1233333333333335,88.45,163.83333333333334,1.415,19,30,12
2020-12-30 20:00:00+00:00,20.833333333333332,100.675,0.0,100.33333333333333,2.186666666666667,88.91666666666667,169.43333333333334,1.5350000000000001,20,30,12
2020-12-30 21:00:00+00:00,21.133333333333333,100.735,0.0,161.83333333333334,2.221666666666667,88.60000000000001,158.26666666666668,1.8399999999999999,21,30,12
2020-12-30 22:00:00+00:00,21.45,100.765,0.0,292.0,2.23,87.18333333333334,132.76666666666668,1.9649999999999999,22,30,12
2020-12-30 23:00:00+00:00,22.3,100.75833333333333,0.0,482.1666666666667,2.236666666666667,82.91666666666667,137.25,2.2116666666666664,23,30,12
2020-12-31 00:00:00+00:00,22.71666666666667,100.76833333333333,0.0,526.0,2.2033333333333336,79.91666666666667,170.0,2.4466666666666668,0,31,12
2020-12-31 01:00:00+00:00,21.083333333333332,100.77166666666666,0.051,265.5,2.2533333333333334,90.33333333333333,172.3166666666667,2.42,1,31,12
2020-12-31 02:00:00+00:00,21.05,100.76833333333333,0.0,281.8333333333333,2.275,91.14999999999999,173.35,2.7100000000000004,2,31,12
2020-12-31 03:00:00+00:00,21.133333333333333,100.745,0.0,279.1666666666667,2.223333333333333,88.61666666666667,171.61666666666667,2.966666666666667,3,31,12
